Topic ID,Topic Name,Chapter,Subsection,Problem Number,Problem Title,URL,Difficulty,Is Premium
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),305,島嶼數量 II,https://leetcode.com/problems/number-of-islands-ii/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),2061,掃地機器人清掃過的空間個數,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),2852,所有單元格的遠離程度總和,https://leetcode.com/problems/sum-of-remoteness-of-all-cells/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),489,掃地機器人,https://leetcode.com/problems/robot-room-cleaner/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),1926,迷宮中離入口最近的出口,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze/,1638,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),1091,二進位矩陣中的最短路徑,https://leetcode.com/problems/shortest-path-in-binary-matrix/,1658,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),1162,地圖分析,https://leetcode.com/problems/as-far-from-land-as-possible/,1666,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),542,01 矩陣,https://leetcode.com/problems/01-matrix/,,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),994,腐爛的橘子,https://leetcode.com/problems/rotting-oranges/,,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),1765,地圖中的最高點,https://leetcode.com/problems/map-of-highest-peak/,1783,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),934,最短的橋,https://leetcode.com/problems/shortest-bridge/,1826,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),2146,價格範圍內最高排名的 K 樣物品,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range/,1837,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),1293,網格中的最短路徑,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/,1967,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.1 DFS/BFS 基礎 (DFS/BFS Basics),909,蛇梯棋,https://leetcode.com/problems/snakes-and-ladders/,2020,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1210,穿過迷宮的最少移動次數,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/,2022,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),675,為高爾夫比賽砍樹,https://leetcode.com/problems/cut-off-trees-for-golf-event/,,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),749,隔離病毒,https://leetcode.com/problems/contain-virus/,2277,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1730,獲取食物的最短路徑,https://leetcode.com/problems/shortest-path-to-get-food/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),286,牆與門,https://leetcode.com/problems/walls-and-gates/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),490,迷宮,https://leetcode.com/problems/the-maze/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),505,迷宮 II,https://leetcode.com/problems/the-maze-ii/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),499,迷宮 III,https://leetcode.com/problems/the-maze-iii/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),317,離建築物最近的距離,https://leetcode.com/problems/shortest-distance-from-all-buildings/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),2814,避免淹死並到達目的地的最短時間,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),3286,穿越網格圖的安全路徑,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/,,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),2290,到達角落需要移除障礙物的最小數目,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/,2138,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1368,使網格圖至少有一條有效路徑的最小代價,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,2069,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),3552,網格傳送門旅遊,https://leetcode.com/problems/grid-teleportation-traversal/,2036,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1824,最少側跳次數,https://leetcode.com/problems/minimum-sideway-jumps/,,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1631,最小體力消耗路徑,https://leetcode.com/problems/path-with-minimum-effort/,1948,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),778,水位上升的泳池游泳,https://leetcode.com/problems/swim-in-rising-water/,2097,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),329,矩陣中的最長遞增路徑,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),3568,清理教室最少的移動,https://leetcode.com/problems/minimum-moves-to-clean-the-classroom/,2143,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1036,逃出大迷宮,https://leetcode.com/problems/escape-a-large-maze/,2165,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),864,取得所有鑰匙的最短路徑,https://leetcode.com/problems/shortest-path-to-get-all-keys/,2259,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1263,推箱子,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/,2297,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),2258,逃離火災,https://leetcode.com/problems/escape-the-spreading-fire/,2347,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),2556,二進位矩陣中翻轉最多一次使路徑不連通,https://leetcode.com/problems/disconnect-path-in-a-binary-matrix-by-at-most-one-flip/,2369,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),2577,在網格圖中訪問一個格子的最少時間,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid/,2382,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),2617,網格圖中最少訪問的格子數,https://leetcode.com/problems/minimum-number-of-visited-cells-in-a-grid/,2582,FALSE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),694,不同島嶼的數量,https://leetcode.com/problems/number-of-distinct-islands/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),711,不同島嶼的數量 II,https://leetcode.com/problems/number-of-distinct-islands-ii/,,TRUE
4,網格圖,一、網格遍歷 (Grid Traversal),§1.2 最短路徑 (Shortest Path),1102,得分最高的路徑,https://leetcode.com/problems/path-with-maximum-minimum-value/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3370,僅含置位位的最小整數,https://leetcode.com/problems/smallest-number-with-all-set-bits/,1199,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3226,使兩個整數相等的位元更改次數,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/,1247,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1356,根據數字二進位下 1 的數目排序,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,1258,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),461,漢明距離,https://leetcode.com/problems/hamming-distance/,1282,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2220,轉換數字的最少位元翻轉次數,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,1282,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1342,將數字變成 0 的操作次數,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),476,數字的補數,https://leetcode.com/problems/number-complement/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1009,十進制整數的反碼,https://leetcode.com/problems/complement-of-base-10-integer/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),868,二進位間距,https://leetcode.com/problems/binary-gap/,1307,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2917,找出陣列中的 K-or 值,https://leetcode.com/problems/find-the-k-or-of-an-array/,1389,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),693,交替位二進位數,https://leetcode.com/problems/binary-number-with-alternating-bits/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2657,找到兩個陣列的前綴公共陣列,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),231,2 的冪,https://leetcode.com/problems/power-of-two/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),342,4 的冪,https://leetcode.com/problems/power-of-four/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),191,位元 1 的個數,https://leetcode.com/problems/number-of-1-bits/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),338,位元數計數,https://leetcode.com/problems/counting-bits/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2595,奇偶位數,https://leetcode.com/problems/number-of-even-and-odd-bits/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2154,將找到的值乘以 2,https://leetcode.com/problems/keep-multiplying-found-values-by-two/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3211,產生不含相鄰零的二進位字符串,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1486,陣列異或操作,https://leetcode.com/problems/xor-operation-in-an-array/,1181,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1720,解碼異或後的陣列,https://leetcode.com/problems/decode-xored-array/,1284,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2433,找出前綴異或的原始陣列,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,1367,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1310,子陣列異或查詢,https://leetcode.com/problems/xor-queries-of-a-subarray/,1460,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2683,相鄰值的位元異或,https://leetcode.com/problems/neighboring-bitwise-xor/,1518,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1829,每個查詢的最大異或值,https://leetcode.com/problems/maximum-xor-for-each-query/,1523,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2997,使陣列異或且等於 K 的最少操作次數,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/,1525,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1442,形成兩個異或相等陣列的三元組數目,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/,1525,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2429,最小異或,https://leetcode.com/problems/minimize-xor/,1532,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2527,查詢陣列異或美值,https://leetcode.com/problems/find-xor-beauty-of-array/,1550,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2317,操作後的最大異或和,https://leetcode.com/problems/maximum-xor-after-operations/,1679,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2588,統計美麗子陣列數目,https://leetcode.com/problems/count-the-number-of-beautiful-subarrays/,1697,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2564,子字串異或查詢,https://leetcode.com/problems/substring-xor-queries/,1959,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1734,解碼異或後的排列,https://leetcode.com/problems/decode-xored-permutation/,2024,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2857,統計距離為 k 的點對,https://leetcode.com/problems/count-pairs-of-points-with-distance-k/,2082,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1803,統計異或值在範圍內的數對有多少,https://leetcode.com/problems/count-pairs-with-xor-in-a-range/,2479,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3215,用偶數異或設置位元計數三元組 II,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-ii/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2980,檢查按位或是否存在尾隨零,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/,1234,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1318,或運算的最小翻轉次數,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,1383,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2419,按位與最大的最長子陣列,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/,1496,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2871,將陣列分割成最多數目的子陣列,https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/,1750,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2401,最長優雅子陣列,https://leetcode.com/problems/longest-nice-subarray/,1750,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2680,最大或值,https://leetcode.com/problems/maximum-or/,1912,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3133,陣列最後一個元素的最小值,https://leetcode.com/problems/minimum-array-end/,1935,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3108,有權圖裡旅途的最小代價,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/,2109,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3117,劃分陣列得到最小的值總和,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/,2735,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3125,使得位元與結果為 0 的最大數字,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3171,找到位元或最接近 K 的子陣列,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),1521,找到最接近目標值的函數值,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3097,或值至少為 K 的最短子陣列 II,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/,1891,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2411,按位或最大的最小子陣列長度,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or/,1938,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),3209,子陣列位元與值為 K 的數目,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k/,2050,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),898,子陣列位元或操作,https://leetcode.com/problems/bitwise-ors-of-subarrays/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.1 基本操作 (Basic Operations),2447,最大公因數等於 K 的子陣列數目,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2654,讓陣列所有元素變成 1 的最少操作次數,https://leetcode.com/problems/minimum-number-of-operations-to-make-all-array-elements-equal-to-1/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3605,陣列的最小穩定性因子,https://leetcode.com/problems/minimum-stability-factor-of-array/,2410,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3574,最大子陣列 GCD 分數,https://leetcode.com/problems/maximize-subarray-gcd-score/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2941,子陣列的最大 GCD-Sum,https://leetcode.com/problems/maximum-gcd-sum-of-a-subarray/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),477,漢明距離總和,https://leetcode.com/problems/total-hamming-distance/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),1863,找出所有子集的異或總和再求和,https://leetcode.com/problems/sum-of-all-subset-xor-totals/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2425,所有數對的異或和,https://leetcode.com/problems/bitwise-xor-of-all-pairings/,1622,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2275,按位與結果大於零的最長組合,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/,1642,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),1835,所有數字對位元與結果的異或和,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and/,1825,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2505,所有子序列和的位元或,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3153,所有數對中數字不同總和,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/,1645,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),421,陣列中兩個數的最大異或值,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2935,求出強數對的最大異或值 II,https://leetcode.com/problems/maximum-strong-pair-xor-ii/,2349,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3007,值和小於等於 K 的最大數字,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3145,大陣列元素的乘積,https://leetcode.com/problems/find-products-of-elements-of-big-array/,2859,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3022,給定操作次數內使剩餘元素的或值最小,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/,2918,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3287,求陣列中最大序列值,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),1835,所有數字對位元與結果的異或和,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and/,1825,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2354,優質數對的數目,https://leetcode.com/problems/number-of-excellent-pairs/,2076,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3630,劃分陣列得到最大異或運算和與運算總和,https://leetcode.com/problems/partition-array-for-maximum-xor-and-and/,2744,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2546,執行逐位運算使字符串相等,https://leetcode.com/problems/apply-bitwise-operations-to-make-strings-equal/,1605,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),1558,得到目標陣列的最少函數呼叫次數,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/,1637,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2571,將整數減少到零所需的最少操作數,https://leetcode.com/problems/minimum-operations-to-reduce-an-integer-to-0/,1649,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3315,構造最小位運算陣列 II,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii/,1715,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2568,最小無法得到的或值,https://leetcode.com/problems/minimum-impossible-or/,1754,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2509,查詢樹中環的長度,https://leetcode.com/problems/cycle-length-queries-in-a-tree/,1948,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2939,最大異或乘積,https://leetcode.com/problems/maximum-xor-product/,2128,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2749,得到整數零需要執行的最少操作數,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/,2132,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2835,使子序列的和等於目標的最少操作次數,https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/,2207,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2897,對陣列執行操作使平方和最大,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/,2301,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),810,黑板異或遊戲,https://leetcode.com/problems/chalkboard-xor-game/,2341,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3064,使用按位查詢猜測數字 I,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),3094,使用位元查詢猜測數字 II,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/,,TRUE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),136,只出現一次的數字,https://leetcode.com/problems/single-number/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),260,只出現一次的數字 III,https://leetcode.com/problems/single-number-iii/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2965,找出缺失和重複的數字,https://leetcode.com/problems/find-missing-and-repeated-values/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),137,只出現一次的數字 II,https://leetcode.com/problems/single-number-ii/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),645,錯誤的集合,https://leetcode.com/problems/set-mismatch/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),190,顛倒二進位位,https://leetcode.com/problems/reverse-bits/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),371,兩個整數之和,https://leetcode.com/problems/sum-of-two-integers/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),201,數字範圍按位與,https://leetcode.com/problems/bitwise-and-of-numbers-range/,,FALSE
5,位元操作,一、位元運算基礎 (Bit Manipulation Basics),§1.2 位運算技巧 (Bit Manipulation Tricks),2438,二的冪陣列中查詢範圍內的乘積,https://leetcode.com/problems/range-product-queries-of-powers/,1610,FALSE
